CodigoDiagnostico;Descripcion
B150;HEPATITIS AGUDA TIPO A, SIN COMA HEPATICO
B159;HEPATITIS AGUDA TIPO A, CON COMA HEPATICO
B160;HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCION). CON COMA HEPATICO
B161;HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCION), SIN COMA HEPATICO
B162;HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA, CON COMA HEPATICO
B169;HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA Y SIN COMA HEPATICO
B170;INFECCION (SUPERINFECCION) AGUDA POR AGENTE DELTA EN EL PORTADOR DE HEPATITIS B
B171;HEPATITIS AGUDA TIPO C
B172;HEPATITIS AGUDA TIPO E
B178;OTRAS HEPATITIS VIRALES AGUDAS ESPECIFICADAS
B180;HEPATITIS VIRAL TIPO B CRONICA, CON AGENTE DELTA
B181;HEPATITIS VIRAL TIPO B CRONICA, SIN AGENTE DELTA
B182;HEPATITIS VIRAL TIPO C CRONICA
B188;OTRAS HEPATITIS VIRALES CRONICAS
B189;HEPATITIS VIRAL CRONICA, SIN OTRA ESPECIFICACION
B190;HEPATITIS VIRAL NO ESPECIFICADA CON COMA
B199;HEPATITIS VIRAL NO ESPECIFICADA SIN COMA
B200;ENFERMEDAD POR EL VIH, RESULTANTE EN INFECCION POR MICOBACTERIAS
B201;ENFERMEDAD POR EL VIH, RESULTANTE EN OTRAS INFECCIONES BACTERIANAS
B202;ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD POR CITOMEGALOVIRUS
B203;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES VIRALES
B204;ENFERMEDAD POR VIH, RESULTANTE EN CANDIDIASIS
B205;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS MICOSIS
B206;ENFERMEDAD POR VIH, RESULTANTE EN NEUMONIA POR PNEUMOCYSTIS CARINII
B207;ENFERMEDAD POR VIH, RESULTANTE EN INFECCIONES MULTIPLES
B208;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS ENFERMEDADES INFECCIOSAS O PARASITARIAS
B209;ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD INFECCIOSA O PARASITARIA NO ESPECIFICADA
B210;ENFERMEDAD POR VIH, RESULTANTE EN SARCOMA DE KAPOSI
B211;ENFERMEDAD POR VIH, RESULTANTE EN LINFOMA DE BURKITT
B212;ENFERMEDAD POR VIH, RESULTANTE EN OTROS TIPOS DE LINFOMA NO HODGKIN
B213;ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS DEL TEJIDO LINFOIDE, HEMATOPOYETICO Y TEJIDOS RELACIONADOS
B217;ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS MULTIPLES
B218;ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS
B219;ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS NO ESPECIFICADOS
B220;ENFERMEDAD POR VIH, RESULTANTE EN ENCEFALOPATIA
B221;ENFERMEDAD POR VIH, RESULTANTE EN NEUMONITIS LINFOIDE INTERSTICIAL
B222;ENFERMEDAD POR VIH, RESULTANTE EN SINDROME CAQUECTICO
B227;ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDADES MULTIPLES CLASIFICADAS EN OTRA PARTE
B230;SINDROME DE INFECCION AGUDA DEBIDA A VIH
B231;ENFERMEDAD POR VIH, RESULTANTE EN LINFADENOPATIA GENERALIZADA (PERSISTENTE)
B232;ENFERMEDAD POR VIH, RESULTANTE EN ANORMALIDADES INMUNOLOGICAS Y HEMATOLOGICAS, NO CLASIFICADAS EN OTRA PARTE
B238;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS AFECCIONES ESPECIFICADAS
B24;ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA (VIH), SIN OTRA ESPECIFICACION
B250†;NEUMONITIS DEBIDA A VIRUS CITOMEGALICO (J17.1*)
B251†;HEPATITIS DEBIDA A VIRUS CITOMEGALICO
B252†;PANCREATITIS DEBIDA A VIRUS CITOMEGALICO
B258;OTRAS ENFERMEDADES DEBIDAS A VIRUS CITOMEGALICO
B259;ENFERMEDAD POR VIRUS CITOMEGALICO, NO ESPECIFICADA
B260†;ORQUITIS POR PAROTIDITIS (N51.1*)
B261†;MENINGITIS POR PAROTIDITIS (G02.0*)
B262†;ENCEFALITIS POR PAROTIDITIS (G05.1*)
B263†;PANCREATITIS POR PAROTIDITIS (K87.1*)
B268;PAROTIDITIS INFECCIOSA CON OTRAS COMPLICACIONES
B269;PAROTIDITIS, SIN COMPLICACIONES
B270;MONONUCLEOSIS DEBIDA A HERPES VIRUS GAMMA
B271;MONONUCLEOSIS POR CITOMEGALOVIRUS
B278;OTRAS MONONUCLEOSIS INFECCIOSAS
B279;MONONUCLEOSIS INFECCIOSA, NO ESPECIFICADA
B300†;QUERATOCONJUNTIVITIS DEBIDA A ADENOVIRUS (H19.2*)
B301†;CONJUNTIVITIS DEBIDA A ADENOVIRUS (H13.1*)
B302;FARINGOCONJUNTIVITIS VIRAL
B303†;CONJUNTIVITIS EPIDEMICA AGUDA HEMORRAGICA (ENTEROVIRICA) (H13.1*)
B308†;OTRAS CONJUNTIVITIS VIRALES (H13.1*)
B309;CONJUNTIVITIS VIRAL, SIN OTRA ESPECIFICACION
B330;MIALGIA EPIDEMICA
B331;ENFERMEDAD DEL RIO ROSS
B332;CARDITIS VIRAL
B333;INFECCIONES DEBIDAS A RETROVIRUS, NO CLASIFICADAS EN OTRA PARTE
B338;OTRAS ENFERMEDADES VIRALES ESPECIFICADAS
B340;INFECCION DEBIDA A ADENOVIRUS, SIN OTRA ESPECIFICACION
B341;INFECCION DEBIDA A ENTEROVIRUS, SIN OTRA ESPECIFICACION
B342;INFECCION DEBIDA A CORONAVIRUS, SIN OTRA ESPECIFICACION
B343;INFECCION DEBIDA A PARVOVIRUS, SIN OTRA ESPECIFICACION
B344;INFECCION DEBIDA A PAPOVAVIRUS, SIN OTRA ESPECIFICACION
B348;OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO
B349;INFECCION VIRAL, NO ESPECIFICADA
B350;TIÑA DE LA BARBA Y DEL CUERO CABELLUDO
B351;TIÑA DE LAS UÑAS
B352;TIÑA DE LA MANO
B353;TIÑA DEL PIE [TINEA PEDIS]
B354;TIÑA DEL CUERPO [TINEA CORPORIS]
B355;TIÑA IMBRICADA [TINEA IMBRICATA]
B356;TIÑA INGUINAL [TINEA CRURIS]
B358;OTRAS DERMATOFITOSIS
B359;DERMATOFITOSIS, NO ESPECIFICADA
B360;PITIRIASIS VERSICOLOR
B361;TIÑA NEGRA
B362;PIEDRA BLANCA
B363;PIEDRA NEGRA
B368;OTRAS MICOSIS SUPERFICIALES ESPECIFICADAS
B369;MICOSIS SUPERFICIAL, SIN OTRA ESPECIFICACION
B370;ESTOMATITIS CANDIDIASICA
B371;CANDIDIASIS PULMONAR
B372;CANDIDIASIS DE LA PIEL Y DE LAS UÑAS
B373†;CANDIDIASIS DE LA VULVA Y DE LA VAGINA (N77.1*)
B374;CANDIDIASIS DE OTRAS LOCALIZACIONES UROGENITALES
B375†;MENINGITIS DEBIDA A CANDIDA (G02.1*)
B376†;ENDOCARDITIS DEBIDA A CANDIDA (I39.8*)
B377;SEPTICEMIA DEBIDA A CANDIDA
B378;CANDIDIASIS DE OTROS SITIOS
B379;CANDIDIASIS, NO ESPECIFICADA
B380;COCCIDIOIDOMICOSIS PULMONAR AGUDA
B381;COCCIDIOIDOMICOSIS PULMONAR CRONICA
B382;COCCIDIOIDOMICOSIS PULMONAR, SIN OTRA ESPECIFICACION
B383;COCCIDIOIDOMICOSIS CUTANEA
B384†;MENINGITIS DEBIDA A COCCIDIOIDOMICOSIS (G02.1*)
B387;COCCIDIOIDOMICOSIS DISEMINADA
B388;OTRAS FORMAS DE COCCIDIOIDOMICOSIS
B389;COCCIDIOIDOMICOSIS, NO ESPECIFICADA
B390;INFECCION PULMONAR AGUDA DEBIDA A HISTOPLASMA CAPSULATUM
B391;INFECCION PULMONAR CRONICA DEBIDA A HISTOPLASMA CAPSULATUM
B392;INFECCION PULMONAR DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACION
B393;INFECCION DISEMINADA DEBIDA A HISTOPLASMA CAPSULATUM
B394;HISTOPLASMOSIS DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACION
B395;INFECCION DEBIDA A HISTOPLASMA DUBOISII
B399;HISTOPLASMOSIS, NO ESPECIFICADA
B400;BLASTOMICOSIS PULMONAR AGUDA
B401;BLASTOMICOSIS PULMONAR CRONICA
B402;BLASTOMICOSIS PULMONAR, SIN OTRA ESPECIFICACION
B403;BLASTOMICOSIS CUTANEA
B407;BLASTOMICOSIS DISEMINADA
B408;OTRAS FORMAS DE BLASTOMICOSIS
B409;BLASTOMICOSIS, NO ESPECIFICADA
B410;PARACOCCIDIOIDOMICOSIS PULMONAR
B417;PARACOCCIDIOIDOMICOSIS DISEMINADA
B418;OTRAS FORMAS PARACOCCIDIOIDOMICOSIS
B419;PARACOCCIDIOIDOMICOSIS, NO ESPECIFICADA
B420†;ESPOROTRICOSIS PULMONAR (J99.8*)
B421;ESPOROTRICOSIS LINFOCUTANEA
B427;ESPOROTRICOSIS DISEMINADA
B428;OTRAS FORMAS DE ESPOROTRICOSIS
B429;ESPOROTRICOSIS, NO ESPECIFICADA
B430;CROMOMICOSIS CUTANEA
B431;ABSCESO CEREBRAL FEOMICOTICO
B432;ABSCESO Y QUISTE SUBCUTANEO FEOMICOTICO
B438;OTRAS FORMAS DE CROMOMICOSIS
B439;CROMOMICOSIS, NO ESPECIFICADA
B440;ASPERGILOSIS PULMONAR INVASIVA
B441;OTRAS ASPERGILOSIS PULMONARES
B442;ASPERGILOSIS AMIGDALINA
B447;ASPERGILOSIS DISEMINADA
B448;OTRAS FORMAS DE ASPERGILOSIS
B449;ASPERGILOSIS, NO ESPECIFICADA
B450;CRIPTOCOCOSIS PULMONAR
B451;CRIPTOCOCOSIS CEREBRAL
B452;CRIPTOCOCOSIS CUTANEA
B453;CRIPTOCOCOSIS OSEA
B457;CRIPTOCOCOSIS DISEMINADA
B458;OTRAS FORMAS DE CRIPTOCOCOSIS
B459;CRIPTOCOCOSIS, NO ESPECIFICADA
B460;MUCORMICOSIS PULMONAR
B461;MUCORMICOSIS RINOCEREBRAL
B462;MUCORMICOSIS GASTROINTESTINAL
B463;MUCORMICOSIS CUTANEA
B464;MUCORMICOSIS DISEMINADA
B465;MUCORMICOSIS, SIN OTRA ESPECIFICACION
B468;OTRAS CIGOMICOSIS
B469;CIGOMICOSIS, NO ESPECIFICADA
B470;EUMICETOMA
B471;ACTINOMICETOMA
B479;MICETOMA, NO ESPECIFICADO
B480;LOBOMICOSIS
B481;RINOSPORIDIOSIS
B482;ALESQUERIASIS
B483;GEOTRICOSIS
B484;PENICILOSIS
B487;MICOSIS OPORTUNISTAS
B488;OTRAS MICOSIS ESPECIFICADAS
B49;MICOSIS, NO ESPECIFICADA
B500;PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM CON COMPLICACIONES CEREBRALES
B508;OTRO PALUDISMO GRAVE Y COMPLICADO DEBIDO A PLASMODIUM FALCIPARUM
B509;PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM, SIN OTRA ESPECIFICACION
B510;PALUDISMO DEBIDO A PLASMODIUM VIVAX CON RUPTURA ESPLENICA
B518;PALUDISMO DEBIDO A PLASMODIUM VIVAX CON OTRAS COMPLICACIONES
B519;PALUDISMO DEBIDO A PLASMODIUM VIVAX, SIN COMPLICACIONES
B520;PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON NEFROPATIA
B528;PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON OTRAS COMPLICACIONES
B529;PALUDISMO DEBIDO A PLASMODIUM MALARIAE, SIN COMPLICACIONES
B530;PALUDISMO DEBIDO A PLASMODIUM AVALE
B531;PALUDISMO DEBIDO A PLASMODIOS DE LOS SIMIOS
B538;OTRO PALUDISMO CONFIRMADO PARASITOLOGICAMENTE, NO CLASIFICADO EN OTRA PARTE
B54;PALUDISMO [MALARIA] NO ESPECIFICADO
B550;LEIISHMANIASIS VISCERAL
B551;LEISHMANIASIS CUTANEA
B552;LEISHMANIASIS MUCOCUTANEA
B559;LEISHMANIASIS, NO ESPECIFICADA
B560;TRIPANOSOMIASIS GAMBIENSE
B561;TRIPANOSOMIASIS RHODESIENSE
B569;TRIPANOSOMIASIS AFRICANA, SIN OTRA ESPECIFICACIÓN
B570†;ENFERMEDAD DE CHAGAS AGUDA QUE AFECTA AL CORAZON (141.2*, 198.1*)
B571;ENFERMEDAD DE CHAGAS AGUDA QUE NO AFECTA AL CORAZON
B572;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL CORAZON 
B573;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA DIGESTIVO
B574;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA NERVIOSO
B575;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA OTROS ORGANOS
B580†;OCULOPATIA DEBIDA A TOXOPLASMA
B581†;HEPATITIS DEBIDA A TOXOPLASMA (K77.0*)
B582†;MENINGOENCEFALITIS DEBIDA A TOXOPLASMA (G05.2*)
B583†;TOXOPLASMOSIS PULMONAR (J17.3*)
B588;TOXOPLASMOSIS CON OTRO ORGANO AFECTADO
B589;TOXOPLASMOSIS, NO ESPECIFICADA
B59†;NEUMOCISTOSIS (J17.3*)
B600;BABESIOSIS
B601;ACANTAMEBIASIS
B602;NAEGLERIASIS
B608;OTRAS ENFERMEDADES ESPECIFICADAS DEBIDAS A PROTOZARIOS
B64;ENFERMEDAD DEBIDA A PROTOZOARIOS, NO ESPECIFICADA
B650;ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA HAEMATOBIUM [ESQUISTOSOMIASIS URINARIA]
B651;ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA MANSONI [ESQUISTOSOMIASIS INTESTINAL]
B652;ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA JAPONICUM
B653;DERMATITIS POR CERCARIAS
B658;OTRAS ESQUISTOSOMIASIS
B659;ESQUISTOSOMIASIS, NO ESPECIFICADA
B660;OPISTORQUIASIS
B661;CLONORQUIASIS
B662;DICROCOELIASIS
B663;FASCIOLIASIS
B664;PARAGONIMIASIS
B665;FASCIOLOPSIASIS
B668;OTRAS INFECCIONES ESPECIFICADAS DEBIDAS A TREMATODOS
B669;INFECCION DEBIDA A TREMATODOS, NO ESPECIFICADA
B670;INFECCION DEL HIGADO DEBIDA A ECHINOCOCCUS GRANULOSUS
B671;INFECCION DEL PULMON DEBIDA A ECHINOCOCCUS GRANULOSUS
B672;INFECCION DE HUESO DEBIDA A ECHINOCOCCUS GRANULOSUS
B673;INFECCION DE OTRO ORGANO Y DE SITIOS MULTIPLES DEBIDA A ECHINOCOCCUS GRANULOSUS
B674;INFECCION DEBIDA A ECHINOCOCCUS GRANULOSUS, SIN OTRA ESPECIFICACION
B675;INFECCION DEL HIGADO DEBIDA A ECHINOCOCCUS MULTILOCULARIS
B676;INFECCION DE OTRO ORGANO Y DE SITIOS MULTIPLES DEBIDA A ECHINOCOCCUS MULTILOCULARIS
B677;INFECCION DEBIDA A ECHINOCOCCUS MULTILOCULARIS, SIN OTRA ESPECIFICACION
B678;EQUINOCOCOSIS DEL HIGADO, NO ESPECIFICADA
B679;EQUINOCOCOSIS, OTRA Y LA NO ESPECIFICADA
B680;TENIASIS DEBIDA A TAENIA SOLIUM
B681;INFECCION DEBIDA A TAENIA SAGINATA
B689;TENIASIS, NO ESPECIFICADA
B690;CISTICERCOSIS DEL SISTEMA NERVIOSO CENTRAL
B691;CISTICERCOSIS DEL OJO
B698;CISTICERCOSIS DE OTROS SITIOS
B699;CISTICERCOSIS, NO ESPECIFICADA
B700;DIFILOBOTRIASIS INTESTINAL
B701;ESPARGANOSIS
B710;HIMENOLEPIASIS
B711;DIPILIDIASIS
B718;OTRAS INFECCIONES DEBIDAS A CESTODOS ESPECIFICADAS
B719;INFECCION DEBIDA A CESTODOS, NO ESPECIFICADA
B72;DRACONTIASIS
B73;ONCOCERCOSIS
B740;FILARIASIS DEBIDA A WUCHERERIA BANCROFTI
B741;FILARIASIS DEBIDA A BRUGIA MALAYI
B742;FILARIASIS DEBIDA A BRUGIA TIMORI
B743;LOAIASIS
B744;MANSONELIASIS
B748;OTRAS FILARIASIS
B749;FILARIASIS, NO ESPECIFICADA
B75;TRIQUINOSIS
B760;ANQUILOSTOMIASIS
B761;NECATORIASIS
B768;OTRAS ENFERMEDADES DEBIDAS A ANQUILOSTOMAS
B769;ENFERMEDAD DEBIDA A ANQUILOSTOMAS, NO ESPECIFICADA
B770;ASCARIASIS CON COMPLICACIONES INTESTINALES
B778;ASCARIASIS CON OTRAS COMPLICACIONES
B779;ASCARIASIS, NO ESPECIFICADA
B780;ESTRONGILOIDIASIS INTESTINAL
B781;ESTRONGILOIDIASIS CUTANEA
B787;ESTRONGILOIDIASIS DISEMINADA
B789;ESTRONGILOIDIASIS, NO ESPECIFICADA
B79;TRICURIASIS
B80;ENTEROBIASIS
B810;ANISAQUIASIS
B811;CAPILARIASIS INTESTINAL
B812;TRICOESTRONGILIASIS
B813;ANGIOESTRONGILIASIS INTESTINAL
B814;HELMINTIASIS INTESTINAL MIXTA
B818;OTRAS HELMINTIASIS INTESTINALES ESPECIFICADAS
B820;HELMINTIASIS INTESTINAL, SIN OTRA ESPECIFICACION
B829;PARASITOSIS INTESTINAL, SIN OTRA ESPECIFICACION
B830;LARVA MIGRANS VISCERAL
B831;GNATOSTOMIASIS
B832;ANGIOESTRONGILIASIS DEBIDA A PARASTRONGYLUS CANTONENSIS
B833;SINGAMIASIS
B834;HIRUDINIASIS INTERNA
B838;OTRAS HELMINTIASIS ESPECIFICADAS
B839;HELMINTIASIS, NO ESPECIFICADA
B850;PEDICULOSIS DEBIDA A PEDICULUS HUMANUS CAPITIS
B851;PEDICULOSIS DEBIDA A PEDICULUS HUMANUS CORPORIS
B852;PEDICULOSIS, SIN OTRA ESPECIFICACION
B853;PHTHIRIASIS
B854;PEDICULOSIS Y PHTHIRIASIS MIXTAS
B86;ESCABIOSIS
B870;MIASIS CUTANEA
B871;MIASIS EN HERIDAS
B872;MIASIS OCULAR
B873;MIASIS NASOFARINGEA
B874;MIASIS AURAL
B878;MIASIS DE OTROS SITIOS
B879;MIASIS, NO ESPECIFICADA
B880;OTRAS ACARIASIS
B881;TUNGIASIS [INFECCION DEBIDA A PULGA DE ARENA]
B882;OTRAS INFESTACIONES DEBIDAS A ARTROPODOS
B883;HIRUDINIASIS EXTERNA
B888;OTRAS INFESTACIONES ESPECIFICAS
B889;INFESTACION, NO ESPECIFICADA
B89;ENFERMEDAD PARASITARIA, NO ESPECIFICADA
B900;SECUELAS DE TUBERCULOSIS DEL SISTEMA NERVIOSO CENTRAL
B901;SECUELAS DE TUBERCULOSIS GENITOURINARIA
B902;SECUELAS DE TUBERCULOSIS DE HUESOS Y ARTICULACIONES
B908;SECUELAS DE TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS
B909;SECUELAS DE TUBERCULOSIS RESPIRATORIA Y DE TUBERCULOSIS NO ESPECIFICADA
B91;SECUELAS DE POLIOMIELITIS
B92;SECUELAS DE LEPRA
B940;SECUELAS DE TRACOMA
B941;SECUELAS DE ENCEFALITIS VIRAL
B942;SECUELAS DE HEPATITIS VIRAL
B948;SECUELAS DE OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS ESPECIFICADAS
B949;SECUELAS DE ENFERMEDADES INFECCIOSAS Y PARASITARIAS NO ESPECIFICADAS
B950;ESTREPTOCOCO, GRUPO A, COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B951;ESTREPTOCOCO, GRUPO B, COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B952;ESTREPTOCOCO, GRUPO D, COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B953;STREPTOCOCCUS PNEUMONIAE COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B954;OTROS STREPTOCOCOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B955;ESTREPTOCOCO NO ESPECIFICADO COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B956;STAPHYLOCOCCUS AUREUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B957;OTROS ESTAFILOCOCOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B958;ESTAFILOCOCO NO ESPECIFICADO, COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B960;MYCOPLASMA PNEUMONIAE [M. PNEUMONIAE] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B961;KLEBSIELLA PNEUMONIAE [K. PNEUMONIAE] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B962;ESCHERICHIA COLI [E. COLI] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B963;HAEMOPHILUS INFLUENZAE [H. INFLUENZAE] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B964;PROTEUS (MIRABILIS) (MORGANII) COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B965;PSEUDOMONAS (AERUGINOSA) (MALLEI) (PSEUDOMALLEI) COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B966;BACILLUS FRAGILIS [B. FRAGILIS] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B967;CLOSTRIDIUM PERFRINGENS [C. PERFRINGENS] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B968;OTROS AGENTES BACTERIANOS ESPECIFICADOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B970;ADENOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B971;ENTEROVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B972;CORONAVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B973;RETROVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B974;VIRUS SINCICIAL RESPIRATORIO COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B975;REOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B976;PARVOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B977;PAPILOMAVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B978;OTROS AGENTES VIRALES COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B99;OTRAS ENFERMEDADES INFECCIOSAS Y LAS NO ESPECIFICADAS
C000;TUMOR MALIGNO DEL LABIO SUPERIOR, CARA EXTERNA
C001;TUMOR MALIGNO DEL LABIO INFERIOR, CARA EXTERNA
C002;TUMOR MALIGNO DEL LABIO, CARA EXTERNA, SIN OTRA ESPECIFICACIÓN
C003;TUMOR MALIGNO DEL LABIO SUPERIOR, CARA INTERNA
C004;TUMOR MALIGNO DEL LABIO INFERIOR, CARA INTERNA
C005;TUMOR MALIGNO DEL LABIO, CARA INTERNA, SIN OTRA ESPECIFICACION
C006;TUMOR MALIGNO DE LA COMISURA LABIAL
C008;LESION DE SITIOS CONTIGUOS DEL LABIO
C009;TUMOR MALIGNO DEL LABIO, PARTE NO ESPECIFICADA
C01;TUMOR MALIGNO DE LA BASE DE LA LENGUA
C020;TUMOR MALIGNO DE LA CARA DORSAL DE LA LENGUA
C021;TUMOR MALIGNO DEL BORDE DE LA LENGUA
C022;TUMOR MALIGNO DE LA CARA VENTRAL DE LA LENGUA
C023;TUMOR MALIGNO DE LOS DOS TERCIOS ANTERIORES DE LA LENGUA, PARTE NO ESPECIFICADA
C024;TUMOR MALIGNO DE LA AMIGDALA LINGUAL
C028;LESION DE SITIOS CONTIGUOS DE LA LENGUA
C029;TUMOR MALIGNO DE LA LENGUA, PARTE NO ESPECIFICADA
C030;TUMOR MALIGNO DE LA ENCIA SUPERIOR
C031;TUMOR MALIGNO DE LA ENCIA INFERIOR
C039;TUMOR MALIGNO DE LA ENCIA, PARTE NO ESPECIFICADA
C040;TUMOR MALIGNO DE LA PARTE ANTERIOR DEL PISO DE LA BOCA
C041;TUMOR MALIGNO DE LA PARTE LATERAL DEL PISO DE LA BOCA
C048;LESION DE SITIOS CONTIGUOS DEL PISO DE LA BOCA
C049;TUMOR MALIGNO DEL PISO DE LA BOCA, PARTE NO ESPECIFICADA
C050;TUMOR MALIGNO DEL PALADAR DURO
C051;TUMOR MALIGNO DEL PALADAR BLANDO
C052;TUMOR MALIGNO DE LA UVULA
C058;LESION DE SITIOS CONTIGUOS DEL PALADAR
C059;TUMOR MALIGNO DEL PALADAR, PARTE NO ESPECIFICADA
C060;TUMOR MALIGNO DE LA MUCOSA DE LA MEJILLA
C061;TUMOR MALIGNO DEL VESTIBULO DE LA BOCA
C062;TUMOR MALIGNO DEL AREA RETROMOLAR
C068;LESION DE SITIOS CONTIGUOS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA
C069;TUMOR MALIGNO DE LA BOCA, PARTE NO ESPECIFICADA
C07;TUMOR MALIGNO DE LA GLANDULA PAROTIDA
C080;TUMOR MALIGNO DE LA GLANDULA SUBMAXILAR
C081;TUMOR MALIGNO DE LA GLANDULA SUBLINGUAL
C088;LESION DE SITIOS CONTIGUOS DE LAS GLANDULAS SALIVALES MAYORES
C089;TUMOR MALIGNO DE GLANDULA SALIVAL MAYOR, NO ESPECIFICADA
C090;TUMOR MALIGNO DE LA FOSA AMIGDALINA
C091;TUMOR MALIGNO DEL PILAR AMIGDALINO (ANTERIOR) (POSTERIOR)
C098;LESION DE SITIOS CONTIGUOS DE LA AMIGDALA
C099;TUMOR MALIGNO DE LA AMIGDALA, PARTE NO ESPECIFICADA
C100;TUMOR MALIGNO DE LA VALECULA
C101;TUMOR MALIGNO DE LA CARA ANTERIOR DE LA EPIGLOTIS
C102;TUMOR MALIGNO DE LA PARED LATERAL DE LA OROFARINGE
C103;TUMOR MALIGNO DE LA PARED POSTERIOR DE LA OROFARINGE
C104;TUMOR MALIGNO DE LA HENDIDURA BRANQUIAL
C108;LESION DE SITIOS CONTIGUOS DE LA OROFARINGE
C109;TUMOR MALIGNO DE LA OROFARINGE, PARTE NO ESPECIFICADA
C110;TUMOR MALIGNO DE LA PARED SUPERIOR DE LA NASOFARINGE
C111;TUMOR MALIGNO DE LA PARED POSTERIOR DE LA NASOFARINGE
C112;TUMOR MALIGNO DE LA PARED LATERAL DE LA NASOFARINGE
C113;TUMOR MALIGNO DE LA PARED ANTERIOR DE LA NASOFARINGE
C118;LESION DE SITIOS CONTIGUOS DE LA NASOFARINGE
C119;TUMOR MALIGNO DE LA NASOFARINGE, PARTE NO ESPECIFICADA
C12;TUMOR MALIGNO DEL SENO PIRIFORME
C130;TUMOR MALIGNO DE LA REGION POSTCRICOIDEA
